Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: A7-SI-GenX.raw (F1)	Area: A9-SI-GenX.raw (F3)	Area: B8-SI-micro-metlab.raw (F7)	Area: B10-SI-micro-RNA.raw (F9)	Area: B12-SI-micro-metlab.raw (F10)	Area: D7-SI-GenX.raw (F15)	Area: D9-SI-GenX.raw (F17)	Area: B7-SI-GenX.raw (F6)	Area: B9-SI-GenX.raw (F8)	Area: D8-SI-micro-metlab.raw (F16)	Area: D10-SI-micro-metlab.raw (F18)	Area: D12-SI-micro-DNA.raw (F19)	Area: A8-SI-micro-DNA.raw (F2)	Area: A10-SI-micro-DNA.raw (F4)	Area: A12-SI-micro-RNA.raw (F5)	Area: C8-SI-micro-DNA.raw (F12)	Area: C10-SI-micro-RNA.raw (F13)	Area: C12-SI-micro-metlab.raw (F14)
Compound1502			NA	NA	293.07982	3.622	11614.3300475533	25639.8238245873	6820.01053838843	7723.91149699111	6278.6323255421	28139.2164788048	6612.1642996313	54132.7034053544	11289.5636324489	11560.1642962228	11382.2684864963	5764.64939984497	8777.51654441252	12861.562744403	5673.82091509581	6260.42394721206	18179.2868896848	5837.45145805661
Compound1503	simeconazole	C14 H20 F N3 O Si	NA	NA	293.13677	5.807	80178.6472424809	106186.165741756	104640.895733679	70632.301048772	164193.582068296	125633.810276339	238401.764331885	366886.51124332	87048.8298840793	101200.277007444	294928.58893106	48036.1787370729	69557.971904162	158447.898650566	168445.126307017	57434.6241167767	114950.490213577	62314.6613955293
Compound1504	phe-gln	C14 H19 N3 O4	NA	NA	293.13725	11.474	336789.031128405	612168.11626661	225667.126819827	196067.665735929	396179.43396492	245559.964928375	435191.377021357	702007.844303424	200389.622252285	692011.431353983	536283.298873208	124185.464807593	580527.666940568	346650.996325886	334075.75273495	461149.753918682	312139.537653473	474203.149515701
Compound1505	gln-phe; N-(2-Amino-3-phenylpropanoyl)glutamine	C14 H19 N3 O4	NA	NA	293.13776	10.522	895111.129636245	818379.633999926	222217.5658459	139910.408651626	175206.298751622	501413.638370563	911426.525594472	1504324.77025948	267842.15279216	362787.386200678	522768.191849549	79233.8540652073	324831.985242458	578968.872796703	401963.687068701	190485.186591019	281917.513536919	148244.664586175
Compound1506		C7 H20 N9 O2 P	NA	NA	293.14711	4.556	26093.9298349605	17834.2481540742	180702.481458348	731680.519842798	55868.8511988116	24938.3332752596	33315.2976373754	53937.6122733672	18952.6246195418	154280.311894093	956874.048626072	47860.1320778322	140009.541458582	95664.895457906	610327.508463346	152834.609588702	360410.719965834	135769.790526256
Compound1507	(2S)-4-Methyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)pentanoic acid (non-preferred name)	C12 H23 N O7	NA	NA	293.14713	5.486	190517.286724483	183602.547757185	1757695.4678651	2991610.18988544	1244503.36953346	303869.873127212	135027.107208401	138547.387884747	295007.279385962	486744.633754023	1965450.06515204	201188.027971396	1879813.24246328	739587.556640446	2225367.2161714	2292546.45693775	1804201.17309049	743190.822646142
Compound1508	(2S)-4-Methyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)pentanoic acid (non-preferred name)	C12 H23 N O7	NA	NA	293.14714	9.963	158182.872052598	100265.409358524	886756.225067245	371469.907784897	293005.93925253	195429.224674684	105527.735295026	59531.9970674236	132412.147330178	235878.070306759	1815996.97278238	44515.8929844303	533132.708559787	376302.486026716	995614.820543195	527831.405208477	547955.350807562	138448.597027115
Compound1509	(2S)-4-Methyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)pentanoic acid (non-preferred name); 	C12 H23 N O7; C7 H20 N9 O2 P	NA	NA	293.14775	4.193	295287.643438495	232002.882825689	1803627.88328298	1818154.57886639	838589.20307112	261906.888846637	248917.043123903	233373.54951602	172197.156524234	418981.5712713	2375820.60327084	227941.503393397	2046584.61640508	1176681.16382079	2038170.21654623	1540619.89945798	1891506.3174184	842456.270663915
Compound1510	Lys-phe	C15 H23 N3 O3	NA	NA	293.17357	9.984	27293.5877844761	14682.6554680451	82982.9872930452	52898.4941769148	453613.288536343	32597.9941229846	20526.942013057	55582.3740674652	38491.8126368197	552956.93280598	157539.226389134	20165.0188654732	59870.7459401244	616294.714627379	291558.818857162	288453.095656766	109122.795600394	83124.4308776025
Compound1511	Lys-phe	C15 H23 N3 O3	NA	NA	293.17366	4.114	96006.483598468	24663.4843190582	189052.747054785	401283.882016341	389558.043729268	16182.3871161647	34267.7652705777	62167.1503282196	26086.2089549769	1260776.1583259	236727.965011717	334484.561582522	186984.62155583	572582.478569614	237333.392113331	578396.72326789	405513.848646514	391976.826039903
Compound1512		; C9 H24 N7 O2 P	NA	NA	293.17378	10.528	356803.068635315	229070.290837163	391049.638839165	826236.859976316	167011.865360267	433147.737732784	438653.594608275	155066.705513527	185554.944573963	510624.300259714	376770.311695336	145329.859099291	639246.530442142	519130.893841381	675076.411962513	336077.772472216	638726.932990468	118189.065899308
Compound1513			NA	NA	293.20234	11.713	1522443.75876936	843775.956953093	756713.877427968	181961.810327861	193286.733100518	244134.065228764	558173.030404297	1233673.66206439	255925.154412721	3140012.41189959	52619.5560767327	175886.508083003	935854.348425254	3450963.89211659	213920.409740706	972073.268124954	545557.969600182	240148.768548672
Compound1514		C17 H31 N3 O	NA	NA	293.24624	16.052	9407872.27273422	5697603.40939119	31768.226347564	53306.0837221574	42017.614075942	6239329.2227771	4707364.27118491	217870.578222426	2079515.62107188	52672.3213366489	31247.4683297188	38184.2757073815	37640.196546079	63162.2862481879	28466.4336798569	29072.0371213729	265048.935476285	116827.967479284
Compound1515			NA	NA	293.66356	4.55	14416.3141312944	10570.3231819158	32676.1446615285	104602.922531271	107802.446080022	9196.98055206173	7182.35860059658	10688.0866468836	6863.8672273085	65379.8109962803	26573.6933147606	112219.867225272	30944.8693520635	77364.2363159237	31948.5478721511	84128.4968181931	32909.6994073192	239613.432286388
Compound1516		C H3 Cl3 O5 P2 S; C H4 Cl3 O5 P3	NA	NA	293.83491	3.332	235003.530732119	263593.83904528	19067.0976691173	39301.5781950926	55183.7692165321	155341.223151268	117983.710903582	133794.858967402	122043.43532339	108630.868123397	108991.969967054	12606.5625141249	38734.6785180938	70671.0953063159	36012.7405662126	57021.9460693941	87597.9634508525	51295.5872493042
Compound1517		C5 H10 N8 O5 S	NA	NA	294.04985	3.5	76737.9705738959	61585.8995351867	372644.61055871	35653.3588141492	606891.807846322	5390.14975645892	8496.36765968554	5041.31154552308	4683.27855330731	685433.260410144	18359.9804338991	294978.821259655	491215.095850988	878404.299709414	29137.971472872	67180.773646833	19781.1773565628	35758.5026112097
Compound1518	Methyl alpha-aspartylphenylalaninate	C14 H18 N2 O5	NA	NA	294.12123	11.172	641657.606541943	1319738.05381215	920222.461323611	991117.553370636	1259280.96619872	494694.640466576	904827.824773286	772233.81959584	394362.161504225	1179244.39202255	1654318.53541003	506866.552139632	1553085.01025335	1801358.55490517	1182762.90779954	2907593.24456613	906678.80827896	385388.569963687
Compound1519	Methyl alpha-aspartylphenylalaninate	C14 H18 N2 O5	NA	NA	294.12149	4.594	69566.8590875354	44116.3623840583	74691.1615491576	63994.4693543007	80480.7183139576	25991.0059360042	26132.2069500207	54743.6515665276	15115.9167692922	210508.916402467	53387.0942209289	55414.5179623646	116433.221539449	170260.873217897	51661.7579123562	93274.1403220814	243511.171232402	81406.5943815713
Compound1520	Methyl alpha-aspartylphenylalaninate; 	C14 H18 N2 O5; C15 H14 N6 O	NA	NA	294.12175	10.883	1740268.37946605	1324234.53982614	757466.239347884	318580.769990232	971685.488960352	841766.781750429	731334.475967877	1704606.92686795	902608.082201303	1845003.66774161	2153194.77973074	233730.531889945	1777913.39525161	2849529.62331775	1603208.29056652	3204593.36179406	1080772.74984754	600607.897949797
Compound1521	Methyl alpha-aspartylphenylalaninate; 	C14 H18 N2 O5; C15 H14 N6 O	NA	NA	294.1218	11.993	2457723.53474903	1291807.75633427	8938119.01649566	16026466.3003065	12255405.6406962	3167943.96749069	4870034.12798747	1719858.76572268	3108620.71521487	8437795.31383536	17935831.001515	8417401.20495761	8871389.84918672	26247725.2864775	23211186.3686805	20726767.0337571	10337430.3431718	4041551.55239686
Compound1522	Methyl alpha-aspartylphenylalaninate; 	C14 H18 N2 O5; C15 H14 N6 O	NA	NA	294.12183	11.656	2102277.82931535	1988481.82637819	2855973.60661412	8533605.72151567	8664056.16996562	1781247.33659062	945882.194992613	898738.807768232	489493.337053537	3463754.90543223	12073174.9583798	2579680.77456697	3314607.70799721	6092953.37382954	8150377.94696599	5587430.67670594	4117391.53846085	1362046.55584954
Compound1523	ile-tyr	C15 H22 N2 O4	NA	NA	294.15761	11.801	623751.80080669	1995132.70115389	1469116.22850372	650788.782608047	1830925.88243835	295660.233520285	894766.694792056	630615.780071908	233893.11450219	2881059.2628618	3240011.27930141	998986.662024421	5896385.53920217	3207539.11477156	3507468.0940204	959085.480317906	2228552.75809254	940688.830110438
Compound1524	Tyrosylleucine	C15 H22 N2 O4	NA	NA	294.15773	12.068	498160.616574078	188891.207852978	126094.981096236	1918701.619759	3035019.052957	1831604.54788384	485081.160571045	2973676.44294446	2616180.00632794	1128339.95533836	7975911.07596339	81894.9089748972	2000263.09847878	7643720.74453013	7061680.3438028	5556509.34591151	11287599.2949675	11782691.9237537
Compound1525		C9 H24 N5 P3	NA	NA	295.1248	11.629	214122.519810467	551678.57846183	496557.71014427	838969.69489386	994981.897448818	164165.998098223	555083.301177662	403936.712290216	111679.648153831	982005.484111517	1194179.52795141	450174.295387136	562596.904322401	1159562.69489328	1084239.39383353	1171309.14798548	501915.93300058	161439.692301651
Compound1526			NA	NA	295.17125	10.601	55975.0927044797	84943.2616649056	154314.599782503	956723.41589008	561097.385111624	396312.297294663	270723.505851747	41546.9400296388	68071.7546864724	267258.289145094	430290.368297551	36636.9954285871	650389.983861421	138897.379508546	752780.622694299	311134.605931078	604544.006206884	440129.840380984
Compound1527		C19 H25 N3	NA	NA	295.20432	16.773	34111.9669521552	27188.2048102117	45764.4972252511	3146804.61311238	69580.2200549144	12762.1181547955	16266.0152416456	16642.057048107	12701.9344011386	47067.0466670292	26559.3279847955	28842.9075335257	63615.7428481928	60721.6596377478	29616.936050053	29380.6687283655	309661.307664077	963433.056492652
Compound1528			NA	NA	295.60899	14.403	235527.780730281	1169088.35343321	1273544.48429842	1211685.83323111	1947309.25473234	282866.865023456	127385.516878051	529410.559436292	315725.639692354	4392690.75134766	1468012.23673461	1159462.82040695	7303231.98554363	1556177.22351497	713621.474339342	2231425.315219	896470.915637166	21767323.765688
Compound1529		C2 H Cl2 N2 O P3 S2	NA	NA	295.81125	3.323	113035.298884703	60159.606658357	53472.892544709	152943.861459391	71531.967684007	70051.2845213312	45539.5716698286	55206.8175323344	53714.2516225279	219320.655670405	96441.9279685306	28784.2305377456	50044.005222667	132931.545016674	60969.2740022112	189491.84857802	107065.323592321	148907.417170826
Compound1530		C6 H6 N2 O8 P2	NA	NA	295.96068	3.119	67284.5033906488	94072.9066065459	634328.861940053	1849053.08564908	1444907.96020278	2592.10132787502	44967.9461771751	32509.9541275274	7319.57996788027	100407.470387038	741433.287181927	65397.0370629248	802474.022543578	1100475.48194797	551139.293836033	854529.845390393	698930.202206463	632021.580000371
Compound1531	Asp-tyr	C13 H16 N2 O6	NA	NA	296.10063	10.584	371462.289656767	173542.205394102	70195.8098459982	382789.073941966	57210.6668983198	165272.466406589	226607.625690404	494456.234342244	192136.054204175	121766.54366643	442239.801995599	27626.3337823716	120188.721789267	141272.542306784	149889.105585699	261378.779899167	368334.172401216	279666.64021001
Compound1532		C9 H23 N4 O P3	NA	NA	296.10936	4.11	75621.7968372354	107148.853656337	76255.0951011416	46112.3578467367	120284.665605162	82940.8725983515	51911.042258697	57685.9639165676	35597.6519838697	61059.7006545783	221655.266274604	40304.68192286	214079.299479505	191756.448483851	74748.3737932896	50120.5490451713	143193.709743571	31450.6335687181
Compound1533		C8 H12 N10 O3	NA	NA	296.11072	5.464	52709.3877607291	29164.4417781442	104875.249945555	439759.568344955	138056.249290476	46273.6729187472	44694.1058483353	67973.7362660504	41633.2629683429	114709.39056895	665009.160716267	14996.6071817343	164098.887048936	402578.405801216	526608.946447623	598167.425072569	380529.687612345	160144.411055629
Compound1534		C8 H21 N6 O4 P	NA	NA	296.13692	4.109	150066.171504063	58521.5020811533	601705.242756519	352689.796875242	376381.768771994	97537.8619872918	74456.3868301427	112173.853516672	55501.0290480316	453862.867484203	646705.345980063	111805.248222664	556518.595800632	765152.98605561	478156.002502487	381053.543400007	949053.61489033	448865.038754019
Compound1535	Cryptotanshinone	C19 H20 O3	NA	NA	296.1371	4.574	13563.2040331461	16171.3243610693	61446.4287157569	145145.82837392	67834.6283112693	15511.1701477613	7380.88234019599	9198.42838207192	8622.8078797435	56267.4619837622	47938.330722473	31180.1333647393	46540.6142793808	72695.9577683806	65391.6239306587	73661.2740935875	786931.531527829	135983.279584625
Compound1536			NA	NA	296.15764	35.053	11122.6453812757	34345.4318747399	15802.1614320742	61791.4517030935	19686.3873716432	4056.83043972447	15618.7531644803	22783.6807884889	57305.968697165	15102.0863480785	47061.450757955	33266.1462276999	39041.5707151082	70685.469050781	25280.2229434746	23808.214787758	12856.4313405579	31214.837042562
Compound1537	13S-hydroxyoctadecadienoic acid	C18 H32 O3	NA	NA	296.23451	35.55	12016.8341491179	166683.748249477	321431.373638403	111780.041501016	303653.226747265	15443.9618660657	4069.78805177729	7739.55389264944	64523.877055265	240082.225516077	882115.578772261	213354.050388498	29303.865191809	618818.93586371	227035.873505937	211970.265944746	168906.899961271	26260.2889662378
Compound1538	NP-008993	C18 H34 O4	NA	NA	296.23454	18.743	3531849.29697806	5590112.65931475	34719049.7482959	10022964.6274121	26268665.0921327	4477721.44430957	3706106.28655475	3643433.15471356	2538656.51618546	49280995.4569806	70559819.8917677	393707.27372922	28849914.2858703	35251004.3839779	26196837.048933	25879242.6976659	33631744.976883	21802654.810782
Compound1539	NP-008993	C18 H34 O4	NA	NA	296.23472	16.184	8861757.36784041	3782584.42498161	18111928.0288301	3575578.05669076	15614496.0988578	6375030.62659108	6386195.95795929	4336245.82942012	2311803.52762575	20186312.0189608	32134562.7118906	525584.965225174	14524556.0299686	16861428.3890968	12506883.3262477	12723037.9284364	8590965.02649214	4532096.79445915
Compound1540	13S-hydroxyoctadecadienoic acid	C18 H32 O3	NA	NA	296.23473	35.229	34485.9750256104	85748.9507344011	228596.263573899	123614.843864664	400544.18344441	203060.259046385	15362.3786620388	18484.8516934665	33928.0695756887	342177.884095466	322671.472447488	162776.009958698	334002.691803358	58527.7998279162	190869.49334957	236405.321621737	184232.723269537	131326.672030184
Compound1541			NA	NA	296.61613	14.503	777337.095160408	903122.240530971	5221323.48201117	15748596.2230886	6748179.36346224	1241091.87038999	684032.160417309	632300.685277496	808779.480163619	10561612.6336075	2213114.58722236	7124220.41140807	3072721.8725519	3053286.72725471	2795073.28643781	4740076.12924989	3893611.37016417	10915600.7456147
Compound1542			NA	NA	296.61623	13.765	79800.3146476571	175078.630985885	26585323.6648151	464866.997420665	27244023.8936223	221523.156797589	63641.4709212364	5201328.6829766	46862.2943875636	667700.621833898	21158526.6695996	640017.568391537	146721.665579825	8975247.0020769	10605394.708304	187361.40747522	200743.002142501	398052.224252781
Compound1543			NA	NA	296.61624	14.13	489289.887893394	242740.519482581	15857285.3958237	659080.67413351	22681508.001231	1841818.55204588	402146.764829941	3094891.43152497	1391906.62231937	3156063.66461128	3102174.34692604	1488327.08541513	5706394.4448391	6572610.25973151	11223670.2681448	4751155.97660446	325403.224163581	9769475.30088658
Compound1544			NA	NA	296.61633	34.955	1745175.68144146	1997607.82906847	2584907.33908176	4888477.27210673	11319576.9688476	1511718.16791514	729698.736331929	470851.342931684	409412.272073252	4312290.40179594	1519878.81834775	3449264.67076214	5491594.43869425	2876224.14846794	1879815.69124631	5235980.65818157	3270885.31249103	5726532.85076323
Compound1545	NP-001346	C11 H15 N5 O3 S	NA	NA	297.08946	11.354	122964.603814832	34642.1939449997	236697.097641387	250602.565793512	351522.070228671	73423.2235569238	57394.2886956416	31335.0830888282	43467.1186465364	1339283.83423597	243404.830112233	416088.27371599	511557.042097044	277004.287434598	125099.402116547	392180.806738257	4267792.60372664	342693.765198119
Compound1546		C9 H22 N3 O2 P3	NA	NA	297.09292	4.147	114902.792454224	63898.2563479883	145706.89663937	487929.670472946	140713.221027627	100583.102529029	117522.176492709	50632.3214757208	142199.235791618	187764.197120361	422498.528802509	344471.604793476	415064.159687525	210997.102505033	329050.753273164	206112.825242359	203070.654234407	411676.128908812
Compound1547		C8 H11 N9 O4	NA	NA	297.09385	3.89	38804.8426816745	31763.0502235701	70035.956399603	105341.502591465	82060.6978312234	23645.8148444793	10767.9385784168	24116.9547439841	21132.2994986899	102808.331844153	84851.7832028414	333061.735672298	72063.1185214638	226400.531785663	64062.9082755948	92021.3521848681	131556.246588081	135761.875892213
